gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	average
VPS13B	16.50956434	12.66312028	12.24895006	15.75546078	13.50463637	25.73971422	28.15385822	6.521639182	22.79405951	15.72100271	16.03166698	19.5740849	19.71591788	27.79123725	32.57193387	16.59180606	24.38421687	14.22156005	28.43949189	20.97672064	16.50287461	24.39681181	54.40447327	15.41708654	32.42912506	44.74527115	17.71757948	20.81491237	33.49599328	16.00653008	26.95861492	53.83159506	31.29757613	16.74080515	17.73750661	7.770215029	12.57324091	25.63608902	13.2439723	18.28752158	14.66752377	23.21140519	23.70638032	23.2424477	11.00109056	48.00294313	34.51666047	15.45420865	15.79269348	19.3590369	9.856280489	41.87118224	58.5876015	23.19222435
TMEM51	2.992308304	18.37543316	9.892493304	46.04566786	16.10829527	42.18090657	20.24358155	119.8190582	31.61593348	40.25641384	62.67959347	13.91660009	39.50043314	81.15783374	21.19799309	3.263618829	27.69352403	40.94262364	28.76553395	133.0080543	40.44874957	105.4483872	34.67131441	42.90987716	51.74321593	29.61118671	104.8359396	70.36089797	43.07179664	30.00855877	67.37770392	6.091691394	64.10718095	64.55296769	111.635397	53.11182658	18.59552428	38.32614448	33.9521454	27.10491149	30.06353812	43.28536471	42.96522541	10.74090883	27.25566859	61.6991125	16.93164165	59.42693656	24.20449694	54.98288985	82.48774675	67.40543434	73.73972976	45.90207568
HINT3	20.22057587	18.65520194	29.56335875	19.70262829	15.39320887	31.37614088	15.33485548	12.09277894	25.16577089	25.0424662	15.79731343	20.93814745	15.42241804	24.19843312	14.0602772	7.780112091	27.83489265	26.68346607	12.26065038	20.6905271	16.0589791	29.94483411	29.55974553	17.66901669	24.84055599	23.45861665	62.6598772	19.35080154	17.74093601	39.11135332	21.23811306	17.4208073	20.05585467	18.94614479	24.93302136	13.24208338	12.45417973	8.026219003	12.44130321	16.74934525	15.61688522	14.06541584	20.14185761	20.23457056	18.85882794	28.77164992	37.67313071	14.72793555	12.40587474	20.59528014	17.91394743	22.6922566	30.22688495	21.09508545
PPP2R5C	127.1258041	107.0090571	112.6534449	61.39149896	71.52526653	139.4909288	117.9390995	73.81963441	98.2184471	91.75795085	54.69248882	96.96273163	80.74598356	103.1567294	102.971817	93.53349566	156.2983712	75.65842644	145.9792593	93.55404436	178.1016711	104.6001341	60.9557796	68.0663825	81.70828467	89.075257	89.48411242	105.8818728	141.216795	88.2068654	125.2903444	106.4686273	110.4389015	102.0874972	102.275301	65.79143094	95.10162478	73.64995485	104.4464345	112.2358265	91.35476363	117.3278196	133.1315517	87.47665549	147.7607893	105.6303007	187.9361242	105.3605362	89.56852722	160.8593745	94.0181346	103.2158626	64.19665769	103.7246165
SPATA21	3.296812137	5.345390585	6.801892883	4.323406734	3.252703073	6.001888691	4.985255132	3.552424374	4.199051203	3.604524991	2.775598321	6.592281092	4.929902675	5.380256668	3.739008186	6.382268963	4.242381458	4.212152259	4.23095157	3.728525693	5.740065051	6.206981253	5.08651313	3.163214618	3.65282225	5.480380333	4.890587566	4.218523249	6.080731608	5.786068068	3.296186734	4.847808136	5.291267204	4.758268131	4.753341672	4.02048274	2.528352386	6.142935225	5.369315361	4.94884527	5.282093312	3.215167037	4.691780405	6.213685848	5.295038304	5.787732541	11.0485772	4.032275958	4.634539704	4.491567224	3.336474027	5.739028624	5.022547275	4.842073097
BACE1	11.86188805	8.442003131	43.83929119	8.770372041	2.705995248	10.1251646	18.71777909	4.024979432	13.34388775	15.92470337	8.042483959	8.4862914	24.19485032	13.11787984	25.06997453	4.812668526	10.45015849	6.158021246	22.67820316	2.976482232	11.25155822	9.844047268	5.876883806	7.067469457	18.32341723	2.375135408	4.799951346	8.874235268	16.59070882	7.40993609	4.610295962	7.632873016	25.77406446	10.29982981	15.95429625	10.42376953	7.835918178	6.825531099	1.854630985	8.234571624	22.65682047	17.34158851	21.05057895	15.29270115	1.732535262	11.05692691	20.21242653	6.663351061	4.838909678	8.488163622	5.753814518	8.818609404	6.667154853	11.43727891
PDHA1	29.21502098	42.26629646	42.03373717	77.50707824	69.52577277	33.23457184	38.9043692	42.72738036	40.19991435	48.72280056	30.14739612	52.90186573	50.01014356	61.9272768	34.55228499	95.23010487	69.92343803	38.78369963	65.87397934	28.33199208	27.37905848	43.06528022	70.82636413	18.72738287	43.06849274	41.82867434	49.8649991	27.05676583	40.12654941	45.31521163	46.37211057	47.16629171	28.05447522	30.60207317	38.2929682	35.274501	33.67274419	71.82822241	31.02624209	36.14945272	46.86815404	34.1920893	20.85016713	56.61534377	37.86489746	30.56834052	38.60529892	46.70652401	60.21498307	23.74191925	45.10008206	44.67056444	81.64737978	44.62948541
MDM1	3.727552581	3.457644028	11.5042527	8.478784373	8.068160224	6.639229074	8.630578093	6.765748915	6.426673059	8.941292785	5.718194501	7.916594597	14.98821907	6.790459747	2.577506575	1.734256672	6.314870728	5.51601814	7.045522004	6.085182353	4.43991995	7.753698213	5.364964655	4.121725236	11.51637948	10.93600228	19.44524575	4.89341494	5.350261199	11.77272739	9.851394062	7.02533836	4.194193056	6.322828441	5.932154371	4.417397175	3.724242149	3.908050014	4.029146645	4.988702541	6.515301065	3.364057948	5.361421638	11.38032556	3.371864767	5.179787282	33.65245595	4.149318935	3.34576606	8.919495719	4.253701271	40.11718642	17.25237488	8.003350634
RUFY3	6.513196044	9.358848949	30.11805003	8.685221447	9.33698605	13.43101799	14.52105465	12.80208528	11.5293309	12.11749043	10.19603064	9.648385485	5.771973911	9.957255416	16.68883862	2.71286472	13.98168776	6.383010448	12.62992172	6.030670319	8.349336223	5.445362954	8.281260762	8.289100798	14.21330597	5.894962905	13.01056602	8.79550979	11.15720796	21.07934609	9.710268671	10.71728852	12.51598428	13.35298217	9.587771841	6.827980002	7.028360146	6.320269402	10.7182337	8.578229615	9.184638415	9.465149069	10.59433423	13.98698708	12.56895066	17.80327549	70.4941629	8.367808577	9.17500059	6.315599047	12.34736339	8.874341837	11.63154726	11.75653598
SPOPL	3.854003329	8.070485582	12.92520653	14.13192865	15.99532712	16.61503536	8.428744791	4.253468556	9.108782833	12.87386171	6.542953714	12.32955706	6.54964281	17.02083787	7.692429158	4.85010159	21.1790919	8.058506192	7.032264078	13.05986829	8.793270209	12.49690843	18.34468074	7.326375583	19.34733858	23.90937281	5.69257778	11.80061506	9.838949422	15.85477688	8.02777643	8.149110216	14.32120157	9.175388861	6.864145579	7.041628425	6.366489343	8.334938079	5.924933093	7.944932457	10.0742394	11.36318635	9.008885726	11.72279343	8.3452755	12.359675	9.663511328	4.960709377	5.390654708	12.30333012	11.71780873	19.48716891	20.23190808	10.80672931
KLC1	60.46738568	45.65436433	149.4508866	70.67998669	49.34839131	64.37194117	77.26308093	60.36257681	76.35232004	65.69087789	34.14401495	86.75380552	26.43900029	54.63529394	67.41312283	50.0854532	163.4287614	62.77290354	61.48032781	75.38949409	104.0427601	47.62406288	33.03830201	27.38035744	47.9675619	60.27835852	36.51812861	55.1156214	48.90936993	43.99339178	60.01021825	75.1398238	74.75178103	56.1664225	73.12940377	45.95285102	61.24728523	55.67105422	84.18412262	69.36673252	57.63047755	64.23620354	62.17425732	51.83315566	63.48554591	47.508949	207.1613711	47.87235326	42.14594721	63.61624111	48.20160155	49.77583829	51.83281593	64.53106332
RRM2B	28.14589479	63.93440592	28.91706563	23.65730129	33.37956516	37.76791261	72.54844103	26.16223244	46.87649675	73.23472372	29.83568964	47.27756729	63.64493111	52.23039128	47.96915134	32.66306279	60.06445161	40.14095891	31.78729912	28.74521072	18.5428487	44.2508082	209.3800438	33.86171712	62.30847987	145.1693259	86.4755636	75.05352589	33.31210071	30.03567383	43.01803025	70.25213487	35.86003469	49.31031983	231.3851035	22.15558447	28.488441	18.60577628	35.24746885	17.95872605	43.21006603	156.2747511	35.70718367	31.01325412	17.60944544	111.7136334	28.57152352	46.45950449	19.72491779	33.99867856	27.18595577	91.9340203	56.27393734	53.94964777
MLH3	4.742705491	1.330540998	3.389253686	3.785658511	2.084103585	6.301471437	5.265725829	5.463555054	5.868724133	3.102491425	1.916729035	5.001579461	4.668719042	3.851801611	2.891868523	3.543635058	9.48063106	3.509067185	2.781275533	4.867482674	6.012705523	2.954471554	1.998926362	2.009438685	2.868452569	3.39424176	3.378170966	4.00028874	4.05131838	3.343483884	3.043612071	4.459360745	4.008072515	6.083179004	3.758709953	1.793594018	3.351110019	3.444963299	6.261760244	3.239255655	2.787247643	4.01681051	5.156303146	3.107290253	3.446515448	7.227594232	9.366505656	3.276438342	2.887384371	4.036921295	3.086540506	4.353940797	7.423516916	4.103304611
UHRF2	22.00533186	6.472374647	13.50119051	11.5170776	11.27847049	16.27207393	26.53526215	12.48940421	10.88301417	15.78411496	7.103257513	23.75816992	49.90596565	13.72821105	11.94376826	23.11184275	14.39501798	15.2928921	37.17828004	26.67463608	33.10716703	9.111563277	23.1014882	6.054074328	21.94946682	15.45718746	10.42203975	8.079339348	14.70832477	32.2543179	15.72016332	21.34453193	21.0155442	9.794709982	16.04926348	7.725479427	13.72854553	16.72358319	12.39682743	27.20082406	11.54994424	18.91991278	10.83217608	69.06020283	29.62000355	20.96190635	35.76685139	8.92505578	22.63080122	21.53662287	12.7450585	28.95585448	11.21747654	19.02823894
TBC1D19	2.201081251	2.022622486	6.526885251	5.98186964	1.967959259	1.870557259	4.256123522	2.917578915	4.950791016	6.12904848	4.669486102	3.967334074	3.303822033	3.407162361	2.799855569	4.21494291	9.644511008	3.268104679	3.16473018	3.882572951	3.085829343	3.11333118	2.1356102	2.127342975	5.944232455	6.00910449	1.625603336	2.77474295	8.380495291	5.893750866	2.532939061	6.673440239	4.321366864	3.883587274	6.320303586	2.681488648	6.648807869	1.641981511	4.153772247	2.550258021	4.698947194	1.986731159	7.64373518	3.945103703	1.576658311	3.044805773	10.20615316	4.17949748	2.112073842	2.466963692	2.972928508	2.112895752	5.843000344	4.083670216
NAP1L1	222.4848094	91.17873998	254.1874579	111.9808666	250.2244952	230.3153398	215.6445156	142.6351209	129.831964	162.6241018	126.2636163	156.6433218	247.438547	168.3998962	77.75209138	182.5964601	128.6247824	86.47054817	144.442104	107.3179615	136.9863974	122.870543	133.3858911	184.2836275	149.6325988	132.1231368	155.6984463	152.7314544	140.1731276	327.7671157	87.02670264	189.5046378	147.333679	119.2547407	134.0233616	136.9422577	146.6808791	123.4273701	59.82602341	117.6289338	138.6492123	160.0721808	154.7823989	430.3210025	120.4840406	86.41014477	355.8867295	202.695747	180.3678223	94.48278859	97.19151206	132.2327211	235.1637173	160.8131638
TMEM170B	2.033630125	1.119157267	10.92826547	0.610787344	0.792355645	3.948980767	2.475005352	1.041194963	1.389158093	2.06067427	1.08620905	0.990870099	1.149440232	1.345817535	0.355515797	0.317756421	1.991142442	0.779666556	0.643364943	1.489068922	1.628093519	0.874072773	0.59574977	1.578082775	2.148533958	0.934437114	0.782166791	0.367246202	0.763978343	1.618552348	1.317275766	1.501119392	1.466833054	0.996377056	1.683322746	1.557929832	1.186670692	0.558012716	0.182606143	1.172406418	0.465494933	0.289367097	0.896912536	1.160464152	0.179329985	1.889298131	7.111088604	0.757258416	0.31633797	1.613949229	0.959513285	2.804073339	6.501142717	1.592561492
SMPD2	20.56406667	18.68004626	30.56928557	27.97131604	19.81932659	14.43268465	17.71025955	46.00782675	26.76024786	22.52974853	12.56759668	22.16767073	12.36741298	17.96424737	15.93978234	12.91127402	44.66975984	24.7850528	14.38317611	23.77307441	24.14128355	23.11221733	26.74986253	17.78249773	12.99081888	36.42137411	14.8441013	28.3573193	6.690502038	26.64581389	21.40679601	20.22324724	24.24327196	36.12364725	14.89086974	24.34966527	16.94530524	9.676041698	13.6690838	18.8802011	14.04442515	24.68099756	12.2270079	11.60249552	15.68358994	36.60706655	24.42738443	18.39978334	9.260193804	52.8918624	25.14966316	10.90407765	5.695682234	21.25079255
PCDH7	0.795656206	9.625913437	6.677902607	3.594966783	0.776587851	2.786223361	9.020266351	2.568162727	14.72298513	6.657321757	7.678474502	4.170680645	12.0260751	0.442484443	0.75952107	5.353244515	3.625186325	8.71381215	0.336254451	0.173355851	1.446039692	10.50171025	1.647839522	2.238064722	13.41151688	0.480109065	1.722077759	3.518561885	31.58332768	1.806306184	1.957306443	28.33530523	9.483430266	6.775082868	11.0444817	3.444926727	6.600253284	19.49886827	16.70072421	7.016596647	29.54240592	5.677608519	9.35954057	32.43783441	14.32496983	0.610782169	8.362671625	8.538516504	11.01538099	2.768321151	0.484427742	0.545322155	0.376983759	7.618157923
DDHD2	15.01533939	8.840455537	24.85052381	13.74719236	10.33071509	30.27653977	17.07645924	9.872683975	15.76576289	17.09761212	11.24925247	15.22210032	31.96118599	9.625538762	17.82387996	7.016815436	33.27160811	14.19634985	12.44020195	13.40406149	10.65798535	12.06351139	14.00809333	7.618160136	23.61348451	12.74538126	6.818066931	12.22812004	13.42808947	12.41465944	19.94963682	21.25974213	13.10971872	11.7181483	16.84721336	8.781726681	11.25010824	26.33376186	16.42999333	12.13903748	13.45275314	24.95113669	17.27556517	16.9090454	11.53336083	9.02150403	45.90511904	8.047513894	14.43674494	34.6929536	13.87288285	9.38779951	28.3543947	16.23282436
ZC3H13	35.0143928	21.46612576	19.05766923	19.63812707	20.84601212	21.92716529	33.280206	13.36577977	45.96551927	14.7839467	14.1373459	33.11873096	11.82420093	31.05106424	15.28968803	11.22310383	23.12596485	22.80866484	19.37466952	23.64378249	35.98395873	25.90839335	36.1821916	17.89835059	34.39656732	16.83012473	12.93530203	32.35933771	31.50070832	22.34906652	18.67619998	18.47768339	28.97026958	20.43568671	20.45811438	10.13754645	11.53005697	7.418722502	9.203058578	16.05944211	16.27191182	38.59534916	27.47242928	27.37237785	21.91440837	34.70216179	53.956901	6.939287397	8.803145649	24.34672577	19.19724698	36.93775122	23.05629043	22.98526279
DOK6	0.056760792	0.095780311	0.097545186	0.276320153	0.137896159	0.096399782	0.233578805	0.702128099	0.408286874	0.637738135	0.407248101	0.152679573	0.050344228	0.817124331	0.229128608	0.120368123	0.353475619	0.131471895	0.120902613	0.15208836	0.298256467	0.870948109	0.175387746	0.316964564	0.483038442	0.069226517	0.208170667	0.160653669	0.697158671	0.261801813	0.28041966	8.789710233	0.785457119	0.127283997	1.850360441	0.241028828	0.21869368	0.086182777	0.011834366	0.61231542	0.427366176	0.137843244	1.457215678	0.081508513	0.037539687	0.246953326	28.24142184	0.27605537	0.147510718	0.281380088	0.389883273	0.147846551	0.06520485	1.014337514
ASB1	2.795418699	3.156493642	6.23140599	4.940118468	2.948825096	4.56714257	5.707409658	3.599451386	1.852884075	3.002002949	2.753159382	4.571188221	2.090648485	3.824039104	2.741857256	5.803973941	5.578256425	3.203675671	4.219806082	4.048531188	4.400620992	5.105500558	2.399266613	1.304704287	2.385391471	3.602767608	3.404727653	2.674619614	3.826115953	2.7701378	1.473034011	5.826212238	5.420302001	3.675865813	4.191517299	1.865141551	3.323235634	6.506115917	3.379262725	4.486769567	3.192230772	3.611070765	6.422972734	8.637898791	3.806399653	5.039405828	9.589913266	4.088815939	3.028339244	3.76101004	2.11359727	7.52475054	3.191832676	4.031430851
SGCE	5.756080996	1.508234355	76.11558704	7.471022951	14.41182571	16.54352519	27.83586838	8.060264923	7.122665176	59.62772779	18.63901499	5.00314431	28.40947092	13.46203218	8.810169911	3.42273304	45.2284955	9.265995125	30.3451887	0.823055733	13.36764586	12.46004875	4.203597472	12.04642283	8.146383586	8.300481698	26.26683291	0.954654671	13.04891724	10.01390463	4.055127966	24.32798387	26.81212655	2.761503321	30.82239185	11.34560858	56.84680254	45.0402815	13.88540579	10.25977768	9.675185542	3.432233806	17.64870453	78.3596734	18.30980194	4.913755728	37.82568296	28.22002468	5.035772175	8.019351106	14.62337207	60.6694478	26.44173067	19.54722148
MAPK4	0.03278297	0.026342488	10.16855691	0.107741759	0.031232867	0.016871822	0.031373635	1.197068232	0.316332716	0.201275613	0.409678043	0.117576231	0	0.405971028	0.014510565	0.020150799	0.029269487	0.983682538	0.075783362	0.10214036	0.007759553	1.193277006	0.051947481	0.324181525	0.045363488	0.013327573	1.304955053	0.028638187	0.285890015	0.058156621	0.334977936	0.076790459	0.223425786	0.11552296	1.047557587	0.262843098	0.049952918	0.963407228	0	0.241065569	0.241495801	0.065735709	0.045678958	0	0	0.380350047	5.88136837	0.014172405	0	0.20956911	0.884474435	0.086838097	0.578989734	0.552944418
CSF1	5.762769155	10.57865381	3.458632275	10.12711183	48.87942379	3.375073666	95.74728369	7.201802967	21.58128576	12.62878201	11.58728116	13.30932883	45.28997625	11.29496253	6.570235736	5.123240735	4.904107992	6.501380274	15.94119468	0.82585913	38.92675872	13.59446222	19.50773534	9.071338666	20.80211504	5.866961613	3.653202068	8.233065211	39.98615372	23.80742904	4.277461714	15.00258294	25.52976971	15.63693269	13.50950126	5.439879428	68.64948239	4.178527344	23.77947766	23.11841032	29.00173393	6.019384701	11.38110285	109.675173	17.54108193	10.55338417	1.660615545	3.214926113	16.3178306	8.554092856	5.248688985	7.844810311	7.705732895	18.07506021
PCNX	14.19346041	8.840927826	10.10859716	6.479099545	6.554978135	10.84306543	19.85712572	4.68341704	10.05984623	7.336676037	3.477799477	12.29298999	6.252623787	6.11792125	6.577787464	9.199994945	14.76524002	6.308562123	7.579342984	11.87091376	10.85588367	10.18670853	8.721158233	4.881248845	9.470886025	6.790730746	4.513472555	9.189744735	12.12263393	5.462899093	5.121417906	7.995689672	20.00424974	6.833252356	12.17148576	3.442053633	6.800415612	10.82832552	8.368861518	13.64714851	8.49745041	12.41471008	13.11616121	17.31559885	13.40155399	9.665466409	20.91413775	5.13887843	7.476365853	6.496308603	7.1059911	8.005974354	11.07765009	9.461035529
ZNF354C	1.584466793	0.400372766	1.929137935	0.221067829	0.322796253	1.600126373	0.438692679	0	1.905660964	3.413996534	0.283417291	1.012639634	0.011048345	1.77009048	0.889226884	0.771792428	0.213532544	0.56655435	1.717845318	1.18603763	0.29012128	0.544089378	0.786378366	1.173821569	0.892368682	0.085076204	0.864659255	1.112535996	2.744317486	0.147317939	0.735511776	0.070027114	1.742188688	0.076616902	0.689447387	0.195305497	0.182213198	0.25380473	0.327237514	0.840682501	0.665799481	1.158956324	0.944197466	0.160078303	0.532524491	3.748654528	5.363365004	0.058158744	0.043617175	0.576939609	0.758615614	0.589524102	0.037380179	0.91754784
MAPRE2	5.754452932	11.26044526	28.7092218	14.43026203	16.53491649	5.053203058	41.40228308	8.094645671	25.74475209	20.88117751	11.88869049	9.442028741	3.662704949	14.36038617	14.93960925	14.92526224	6.461598063	5.589359888	10.63328418	7.276874688	8.805123805	23.35320583	13.76165195	28.3425879	12.81661422	4.647591468	6.954885415	7.337008934	23.01122606	10.19924859	6.557726561	25.52583216	26.64032257	12.80324032	28.27531541	8.340900189	14.33402797	2.325525199	15.83817832	15.34301674	16.39432921	4.570292907	15.43673273	9.218742084	30.70657651	5.497345277	44.1757785	10.89077733	15.89736985	15.87942525	10.33939357	15.90764232	1.927264766	14.51132186
ACTR1A	72.26502427	85.353169	127.9945798	116.3711059	93.90723331	70.7845039	101.7684322	102.3665479	61.85084772	95.17500593	90.81070226	68.43876985	88.2568026	98.83035065	113.9654668	82.00914835	55.00911521	116.5325879	116.43175	68.91783484	106.9905128	83.03553998	75.50658026	75.14322792	74.22902654	155.637192	56.87775376	94.21909415	96.45138932	115.779493	56.42781484	66.34173116	121.671871	81.30444374	95.19257551	82.59646572	76.96256513	93.60463941	56.38377417	96.95705252	84.36634216	91.7067355	98.88340892	144.5331972	87.87256106	40.91365654	151.9085559	79.23015294	64.32220286	87.54352037	76.71573356	64.04681957	127.4117792	90.33596957
SLC2A13	5.258260702	3.707994249	4.778950849	1.663914558	5.837931491	8.432594416	6.720278847	6.832213077	4.135934954	3.399810043	3.328586377	4.487327728	0.76927358	2.727192584	8.463142442	5.98890878	2.339892075	2.050733341	1.714393869	0.968910131	12.19868473	3.659322278	4.458838859	11.08708447	3.108424802	2.085013284	2.467701649	2.383629873	5.262789875	4.221618139	2.955696532	4.378468507	19.32656073	2.099591745	6.842424156	2.110060499	4.001577445	0.44630147	0.461884992	5.552758412	4.279222714	2.655960083	4.752471621	3.922843835	11.66363159	2.646705958	15.89402009	5.735398959	2.328041836	6.545955995	7.483135511	5.905031272	2.010824692	4.878073975
NDUFA4	316.2458021	216.980536	287.3229983	409.2642437	342.8139582	515.8226494	340.7586934	240.2881057	357.3782936	221.0351218	365.0959766	241.450028	319.8183421	391.3728968	286.7762488	314.4747135	579.2126974	424.8781562	218.5253466	310.2002262	265.0634447	482.9748996	302.239757	236.5194728	385.0272901	327.0043663	913.4526977	240.7943364	236.2167108	418.5206334	373.1510011	341.1693245	294.5389255	284.7395458	237.8161131	425.2736733	334.7433734	292.2834034	255.7214517	269.9375613	220.8638403	445.7448326	312.9663501	240.7739424	201.8814483	308.7825363	475.8910696	479.2260925	395.0513665	351.4650552	334.4296453	295.1000004	343.5005131	340.0486738
